480	555
478	556
467	579
469	570
500	570
461	580
475	560
479	568
471	570
470	563
478	580
473	555
480	556
475	579
460	570
469	570
468	580
467	560
465	568
480	570
472	563
475	580
479	555
471	556
475	579
480	570
478	570
467	580
469	560
500	568
461	570
475	563
479	580
471	555
470	556
478	579
473	570
480	570
475	580
460	560
469	568
468	570
467	563
465	580
480	600
472	580
475	574
479	558
471	564
475	570
480	574
478	579
467	578
469	571
500	575
461	575
475	575
479	576
471	579
470	580
478	574
473	572
480	572
475	578
460	570
469	568
468	569
467	564
465	575
480	571
472	580
475	574
479	558
471	564
475	570
480	574
478	579
467	578
469	571
500	575
461	575
475	575
479	576
471	579
470	580
478	574
473	572
480	572
475	578
460	570
469	568
468	569
467	564
465	575
480	571
472	568
475	569
479	564
471	575
475	571
481.556624836726	563.143917034896
508.506805093001	586.514725042373
516.714657438161	570.288887739961
400.519300502394	632.209776423960
481.894624478913	566.937563946169
438.243325329098	550.181952212789
503.253754554846	489.689054053184
431.359497000393	585.219497013852
440.264183372273	560.448606178999
516.088976676908	520.037737567201
497.157542912074	546.035991325992
454.350812780246	576.096498522089
495.673144530266	545.947312968440
463.934935530325	602.025952137239
442.713887311435	580.083723777813
486.577931977972	486.816797576272
493.543842258305	560.674422539518
510.911573606512	612.001147417705
419.030864068438	548.196448627944
423.940573618513	564.515546255936
451.048646172014	546.782580476174
491.399030521442	651.437081388662
544.049301258342	585.888030436614
452.503787521233	575.433407591515
485.267359949284	617.785097148261
505.886167523934	598.679235845240
494.524413714042	570.911787450325
516.738887602469	569.050785966690
524.487268302575	607.914617991691
564.851366620108	622.896724493788
448.227099457489	552.111138797686
450.512062507270	603.072992444934
436.530080023874	589.209545288312
612.515052628437	614.072310297658
481.080302882202	592.163174937002
524.655130624579	543.523600346112
401.041948074293	564.969900895430
442.735549836738	527.435115087064
489.019309905308	653.603354561743
470.369063891954	538.897385783983
496.663268403071	593.698248442570
455.314911092955	521.761893022765
519.718934852916	577.214009570257
399.591669076431	513.585782969191
516.421350211243	663.728504197984
476.671895695817	590.241224518665
459.871960733258	685.883858358855
442.219099517949	449.861603519349
547.192770751822	607.656137787438
501.105590103256	609.552987948868
452.611444759468	550.563726195729
463.636224597941	577.526986091950
371.877342577249	643.496623983095
402.659604735040	522.526461039505
506.714861733568	567.303914366776
424.953091326240	600.226278982911
541.619686797106	573.695936310696
484.220673827596	594.802997384509
544.477554447455	584.373573413584
471.053813681017	558.886606788234
435.790780351881	597.102674995622
478.620256159909	625.396765904900
458.689789251782	501.108676986765
452.063033233297	499.922446632599
445.095624091792	593.191471092171
466.144412002227	621.341561729469
477.199739291645	599.620046415970
417.393182062420	544.354071203200
444.956466385765	557.583256917014
500.264174649317	577.980200897578
547.670254998147	576.080948406421
466.989174706954	612.100855616703
519.559810544566	586.738149347972
520.748251516779	497.388642606952
452.176446447279	572.055870381441
442.881319194553	607.268441891615
497.337555680830	652.650336143985
497.824983318947	540.629023113152
459.272216984636	544.824878953034
502.418263032306	592.826449481457
470.779805321009	604.102077441306
440.863846165755	599.037665834266
479.959864199911	660.092741831402
456.623313715120	504.795959023238
381.804701477309	574.637637370948
467.789719072870	610.062085805501
466.546789691749	614.507431958421
513.257374385511	508.094351583766
484.087440227540	596.188089023528
477.977014643414	529.340140057333
456.042983111269	551.193848175155
488.487537452134	541.465385993674
466.523932796779	534.037846699163
500.441257669891	608.516824083922
438.973069376625	585.537825276090
477.763073893397	624.346733108840
487.799555965188	596.560690023863
570.045891995960	536.911259081052
533.167287748569	572.194584253389
461.830030399681	580.556649679375
519.354151188118	601.800763813631
482.244442207246	512.788263472120
437.109240873783	599.536078119316
479.336876133049	513.934257050135
446.389900159255	546.885863633738
478.741188503066	590.082187806084
432.646194314421	589.958865468221
495.866959561351	663.834879441275
452.472670060306	553.331155230396
487.016436103741	575.816112108014
520.732484591026	560.929462472050
505.989036087008	560.660166522824
477.238220389822	538.434507642000
487.969388010428	639.619432285300
481.450162871530	603.410022497360
442.155224341019	570.738105293376
514.169105207628	589.512064206286
370.273507066977	618.630055835589
489.311246085199	586.764174984819
457.280376582312	540.854645764543
479.720202116862	537.445754710363
498.741876632673	545.593268024781
404.181867113536	557.072352180452
429.616977108864	510.638376047268
480.020655143580	596.610387340806
519.937559862945	542.792254496630
513.846151808312	594.057605691023
433.515731135991	658.900487033574
495.747794871019	569.204718827694
520.200591437759	497.572686465834
470.036064328770	616.550265310154
499.581997962469	598.122766169804
457.783669315402	548.777403904392
455.530305624473	541.898796356516
423.333211604145	601.046786164325
451.716396404542	521.506073020860
442.280275952047	631.836626524349
460.250509451020	587.217321254753
477.268118689061	577.006050404905
534.925400366311	580.715248157496
450.961069708674	616.063769039348
459.883437600318	530.020612858437
490.968783338079	544.180514869922
496.834198956994	515.437719021203
467.839799608529	593.921675433872
504.725134613493	584.317836199212
473.268970523352	547.041424004155
429.415998062686	609.836152757334
510.130323103463	546.532721932388
396.305570792376	602.893368560881
454.749928277706	634.354124414632
506.762196658787	519.452510268633
399.730418949744	634.330663026780
491.246587764055	606.480016704852
558.532689414362	520.165799965656
446.816426613315	549.288109642056
427.031880376774	573.812557888327
435.890830082537	615.337388476638
472.504959873629	595.131233502853
494.462600889695	594.274298201394
491.198039621949	555.424070233572
458.787558072324	634.908244791300
444.919234458771	533.105698852780
508.135101786414	649.338372029907
505.574709636645	556.444018044429
431.947576909027	645.432304206061
488.913887956951	595.774831074186
472.008116197210	548.141704871091
408.590877245896	569.320560304788
483.217895172785	600.459606996283
476.829584589357	572.142312493841
